agent PreviousPosition:None, CurrentPosition:A, g = 0, h = 3799, f = 3799, action: None
agent PreviousPosition:A, CurrentPosition:F --> g = 1953, h = 1604, f = 3557, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:E --> g = 1326, h = 2231, f = 3557, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:E --> g = 2530, h = 1027, f = 3557, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:A --> g = 2050, h = 1507, f = 3557, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:A --> g = 2074, h = 1483, f = 3557, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:A --> g = 2260, h = 1297, f = 3557, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:A --> g = 1482, h = 2075, f = 3557, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 1710, h = 1847, f = 3557, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:A --> g = 1240, h = 2317, f = 3557, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:A --> g = 772, h = 2785, f = 3557, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 2176, h = 1382, f = 3558, action: ('take', <package.Package instance at 0x67ecc20>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1285, h = 2273, f = 3558, action: ('take', <package.Package instance at 0x11c6ae18>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1321, h = 2237, f = 3558, action: ('take', <package.Package instance at 0x152cbd40>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1913, h = 1645, f = 3558, action: ('take', <package.Package instance at 0x1593a050>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1101, h = 2457, f = 3558, action: ('take', <package.Package instance at 0x4b09248>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1613, h = 1945, f = 3558, action: ('take', <package.Package instance at 0x26f8da28>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1697, h = 1861, f = 3558, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 2396, h = 1162, f = 3558, action: ('take', <package.Package instance at 0x34dc46c8>)
agent PreviousPosition:E, CurrentPosition:A --> g = 2492, h = 1066, f = 3558, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 1931, h = 1627, f = 3558, action: ('take', <package.Package instance at 0x33f63d40>)
agent PreviousPosition:F, CurrentPosition:F --> g = 2547, h = 1011, f = 3558, action: ('take', <package.Package instance at 0x152dc1b8>)
agent PreviousPosition:E, CurrentPosition:E --> g = 2188, h = 1370, f = 3558, action: ('take', <package.Package instance at 0x15450a28>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2384, h = 1174, f = 3558, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:F --> g = 1457, h = 2101, f = 3558, action: ('take', <package.Package instance at 0x18adac68>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1583, h = 1975, f = 3558, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1731, h = 1827, f = 3558, action: ('take', <package.Package instance at 0x1bde1a70>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1941, h = 1609, f = 3550, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 2029, h = 1521, f = 3550, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 2034, h = 1521, f = 3555, action: ('take', <package.Package instance at 0x361081b8>)
agent PreviousPosition:D, CurrentPosition:D --> g = 2477, h = 1081, f = 3558, action: ('take', <package.Package instance at 0x33de8fc8>)
agent PreviousPosition:D, CurrentPosition:E --> g = 2673, h = 885, f = 3558, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 2397, h = 1161, f = 3558, action: ('take', <package.Package instance at 0xa157560>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2607, h = 951, f = 3558, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 2258, h = 1300, f = 3558, action: ('take', <package.Package instance at 0xf936998>)
agent PreviousPosition:D, CurrentPosition:A --> g = 2408, h = 1150, f = 3558, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 2033, h = 1525, f = 3558, action: ('take', <package.Package instance at 0x13de5bd8>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2243, h = 1315, f = 3558, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:F --> g = 1885, h = 1673, f = 3558, action: ('take', <package.Package instance at 0x16fbd170>)
agent PreviousPosition:F, CurrentPosition:A --> g = 2080, h = 1478, f = 3558, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 1705, h = 1853, f = 3558, action: ('take', <package.Package instance at 0x22c900e0>)
agent PreviousPosition:F, CurrentPosition:A --> g = 1900, h = 1658, f = 3558, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 2147, h = 1411, f = 3558, action: ('take', <package.Package instance at 0x3342a200>)
agent PreviousPosition:D, CurrentPosition:A --> g = 2297, h = 1261, f = 3558, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 2598, h = 960, f = 3558, action: ('take', <package.Package instance at 0x3326e518>)
agent PreviousPosition:E, CurrentPosition:D --> g = 1671, h = 1887, f = 3558, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:A --> g = 1639, h = 1919, f = 3558, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 1525, h = 2033, f = 3558, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:F --> g = 2449, h = 1109, f = 3558, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 2454, h = 1104, f = 3558, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 2432, h = 1126, f = 3558, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:E --> g = 2477, h = 1081, f = 3558, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 2637, h = 921, f = 3558, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 1633, h = 1925, f = 3558, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:D --> g = 1535, h = 2023, f = 3558, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:D --> g = 1537, h = 2021, f = 3558, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:F --> g = 2051, h = 1507, f = 3558, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 1037, h = 2521, f = 3558, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:A --> g = 1180, h = 2378, f = 3558, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 1038, h = 2521, f = 3559, action: ('take', <package.Package instance at 0x230e098>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1146, h = 2389, f = 3535, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:A --> g = 1256, h = 2279, f = 3535, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 1148, h = 2389, f = 3537, action: ('take', <package.Package instance at 0x15c68e60>)
agent PreviousPosition:D, CurrentPosition:A --> g = 1278, h = 2207, f = 3485, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 1374, h = 2111, f = 3485, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1376, h = 2111, f = 3487, action: ('take', <package.Package instance at 0x365edf38>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1460, h = 2027, f = 3487, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1462, h = 2027, f = 3489, action: ('take', <package.Package instance at 0x366017e8>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1464, h = 2027, f = 3491, action: ('take', <package.Package instance at 0x366038c0>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1562, h = 1907, f = 3469, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:E --> g = 1546, h = 1967, f = 3513, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:E --> g = 1330, h = 2199, f = 3529, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1332, h = 2199, f = 3531, action: ('take', <package.Package instance at 0x365e66c8>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1150, h = 2389, f = 3539, action: ('take', <package.Package instance at 0x132c0680>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1285, h = 2230, f = 3515, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 1376, h = 2091, f = 3467, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1464, h = 2003, f = 3467, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1378, h = 2091, f = 3469, action: ('take', <package.Package instance at 0x367a93f8>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1287, h = 2230, f = 3517, action: ('take', <package.Package instance at 0x3679ed88>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1392, h = 2007, f = 3399, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1480, h = 1919, f = 3399, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1394, h = 2007, f = 3401, action: ('take', <package.Package instance at 0x36920488>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1485, h = 1978, f = 3463, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1487, h = 1978, f = 3465, action: ('take', <package.Package instance at 0x36939b00>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1489, h = 1978, f = 3467, action: ('take', <package.Package instance at 0x3693ccb0>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1594, h = 1803, f = 3397, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:E --> g = 1560, h = 1919, f = 3479, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1562, h = 1919, f = 3481, action: ('take', <package.Package instance at 0x3692ef80>)
agent PreviousPosition:E, CurrentPosition:A --> g = 1498, h = 1991, f = 3489, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:D --> g = 1624, h = 1873, f = 3497, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:D --> g = 1580, h = 1919, f = 3499, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1584, h = 1919, f = 3503, action: ('take', <package.Package instance at 0x3692cfc8>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1780, h = 1723, f = 3503, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1782, h = 1723, f = 3505, action: ('take', <package.Package instance at 0x36acd7e8>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1866, h = 1639, f = 3505, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1868, h = 1639, f = 3507, action: ('take', <package.Package instance at 0x36c417a0>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1870, h = 1639, f = 3509, action: ('take', <package.Package instance at 0x36c43950>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1968, h = 1519, f = 3487, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:D --> g = 1604, h = 1909, f = 3513, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:D --> g = 1584, h = 1945, f = 3529, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:F --> g = 1610, h = 1919, f = 3529, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1612, h = 1919, f = 3531, action: ('take', <package.Package instance at 0x369315a8>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1952, h = 1579, f = 3531, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:F --> g = 1710, h = 1821, f = 3531, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 1469, h = 2062, f = 3531, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1471, h = 2062, f = 3533, action: ('take', <package.Package instance at 0x3692af80>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1562, h = 1947, f = 3509, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1564, h = 1947, f = 3511, action: ('take', <package.Package instance at 0x36debc20>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1614, h = 1919, f = 3533, action: ('take', <package.Package instance at 0x36c62dd0>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1712, h = 1799, f = 3511, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:D --> g = 1588, h = 1945, f = 3533, action: ('take', <package.Package instance at 0x36940f80>)
agent PreviousPosition:D, CurrentPosition:A --> g = 1738, h = 1751, f = 3489, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 1850, h = 1639, f = 3489, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1854, h = 1639, f = 3493, action: ('take', <package.Package instance at 0x36e0b5f0>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2050, h = 1443, f = 3493, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 2055, h = 1443, f = 3498, action: ('take', <package.Package instance at 0x36f7d128>)
agent PreviousPosition:D, CurrentPosition:A --> g = 2205, h = 1293, f = 3498, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 1952, h = 1569, f = 3521, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:E --> g = 1798, h = 1727, f = 3525, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1886, h = 1639, f = 3525, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1802, h = 1727, f = 3529, action: ('take', <package.Package instance at 0x36e04128>)
agent PreviousPosition:E, CurrentPosition:A --> g = 1922, h = 1583, f = 3505, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 1473, h = 2062, f = 3535, action: ('take', <package.Package instance at 0x36ddf170>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1578, h = 1887, f = 3465, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:E --> g = 1360, h = 2175, f = 3535, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1362, h = 2175, f = 3537, action: ('take', <package.Package instance at 0x3679c680>)
agent PreviousPosition:F, CurrentPosition:A --> g = 1454, h = 2099, f = 3553, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:A --> g = 1300, h = 2255, f = 3555, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 1412, h = 2087, f = 3499, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1414, h = 2087, f = 3501, action: ('take', <package.Package instance at 0x36ab2518>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1444, h = 2111, f = 3555, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1446, h = 2111, f = 3557, action: ('take', <package.Package instance at 0x365f9f38>)
agent PreviousPosition:E, CurrentPosition:A --> g = 1482, h = 2075, f = 3557, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 1530, h = 2027, f = 3557, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 1448, h = 2111, f = 3559, action: ('take', <package.Package instance at 0x37130290>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1546, h = 1991, f = 3537, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:A --> g = 1724, h = 1835, f = 3559, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 1584, h = 1975, f = 3559, action: ('take', <package.Package instance at 0x35f99e18>)
agent PreviousPosition:D, CurrentPosition:A --> g = 1694, h = 1865, f = 3559, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1712, h = 1847, f = 3559, action: ('take', <package.Package instance at 0x24d7638>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1328, h = 2231, f = 3559, action: ('take', <package.Package instance at 0xfad6cf8>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1412, h = 2147, f = 3559, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 2099, h = 1460, f = 3559, action: ('take', <package.Package instance at 0x132b30e0>)
agent PreviousPosition:E, CurrentPosition:E --> g = 2319, h = 1240, f = 3559, action: ('take', <package.Package instance at 0x142e3908>)
agent PreviousPosition:E, CurrentPosition:F --> g = 2403, h = 1156, f = 3559, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:E --> g = 1628, h = 1931, f = 3559, action: ('take', <package.Package instance at 0x20e2e170>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1676, h = 1883, f = 3559, action: ('take', <package.Package instance at 0x35a94e18>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1763, h = 1796, f = 3559, action: ('take', <package.Package instance at 0x35927d40>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1871, h = 1688, f = 3559, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 1508, h = 2051, f = 3559, action: ('take', <package.Package instance at 0x35913c20>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1676, h = 1883, f = 3559, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:D --> g = 2384, h = 1175, f = 3559, action: ('take', <package.Package instance at 0x3579a1b8>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1982, h = 1577, f = 3559, action: ('take', <package.Package instance at 0x330e7fc8>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1836, h = 1723, f = 3559, action: ('take', <package.Package instance at 0x344465f0>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1934, h = 1603, f = 3537, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 2478, h = 1081, f = 3559, action: ('take', <package.Package instance at 0x352d0cb0>)
agent PreviousPosition:F, CurrentPosition:E --> g = 2562, h = 997, f = 3559, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 1920, h = 1639, f = 3559, action: ('take', <package.Package instance at 0x20aef128>)
agent PreviousPosition:F, CurrentPosition:E --> g = 2018, h = 1519, f = 3537, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 1796, h = 1763, f = 3559, action: ('take', <package.Package instance at 0x3512e3b0>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1880, h = 1679, f = 3559, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:D --> g = 1580, h = 1979, f = 3559, action: ('take', <package.Package instance at 0xd487320>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1931, h = 1628, f = 3559, action: ('take', <package.Package instance at 0x13fad878>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2127, h = 1432, f = 3559, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:E --> g = 1774, h = 1785, f = 3559, action: ('take', <package.Package instance at 0x20e1c2d8>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1879, h = 1660, f = 3539, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1829, h = 1730, f = 3559, action: ('take', <package.Package instance at 0x20e1f7a0>)
agent PreviousPosition:F, CurrentPosition:F --> g = 2016, h = 1543, f = 3559, action: ('take', <package.Package instance at 0x287905a8>)
agent PreviousPosition:F, CurrentPosition:D --> g = 2142, h = 1417, f = 3559, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 2408, h = 1151, f = 3559, action: ('take', <package.Package instance at 0x34901950>)
agent PreviousPosition:D, CurrentPosition:E --> g = 2604, h = 955, f = 3559, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:E --> g = 1970, h = 1589, f = 3559, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 2054, h = 1505, f = 3559, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 2508, h = 1051, f = 3559, action: ('take', <package.Package instance at 0x3976dd0>)
agent PreviousPosition:F, CurrentPosition:A --> g = 2703, h = 856, f = 3559, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 2100, h = 1459, f = 3559, action: ('take', <package.Package instance at 0x27c5ccf8>)
agent PreviousPosition:E, CurrentPosition:A --> g = 2220, h = 1339, f = 3559, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 2553, h = 1006, f = 3559, action: ('take', <package.Package instance at 0x341163b0>)
agent PreviousPosition:D, CurrentPosition:A --> g = 2703, h = 856, f = 3559, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 2220, h = 1339, f = 3559, action: ('take', <package.Package instance at 0x340f6b48>)
agent PreviousPosition:A, CurrentPosition:D --> g = 2370, h = 1189, f = 3559, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:F --> g = 1638, h = 1921, f = 3559, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 2074, h = 1485, f = 3559, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:E --> g = 2124, h = 1435, f = 3559, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:E --> g = 1802, h = 1757, f = 3559, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:A --> g = 1652, h = 1907, f = 3559, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 1592, h = 1967, f = 3559, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:F --> g = 1745, h = 1814, f = 3559, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 1690, h = 1869, f = 3559, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:E --> g = 2476, h = 1083, f = 3559, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 2809, h = 750, f = 3559, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:D --> g = 1308, h = 2251, f = 3559, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:F --> g = 2758, h = 801, f = 3559, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 2207, h = 1352, f = 3559, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 2384, h = 1175, f = 3559, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:D --> g = 2402, h = 1157, f = 3559, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:E --> g = 2643, h = 916, f = 3559, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:A --> g = 1652, h = 1907, f = 3559, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:A --> g = 1832, h = 1727, f = 3559, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:D --> g = 1820, h = 1739, f = 3559, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:F --> g = 1874, h = 1685, f = 3559, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:A --> g = 1616, h = 1943, f = 3559, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 2788, h = 771, f = 3559, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:D --> g = 1309, h = 2251, f = 3560, action: ('take', <package.Package instance at 0x18abc908>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1539, h = 2021, f = 3560, action: ('take', <package.Package instance at 0xd2fcb90>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1673, h = 1887, f = 3560, action: ('take', <package.Package instance at 0x2bc2b050>)
agent PreviousPosition:D, CurrentPosition:D --> g = 2245, h = 1315, f = 3560, action: ('take', <package.Package instance at 0x362a7f38>)
agent PreviousPosition:D, CurrentPosition:D --> g = 2386, h = 1174, f = 3560, action: ('take', <package.Package instance at 0x35f89638>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1103, h = 2457, f = 3560, action: ('take', <package.Package instance at 0x34f77950>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1287, h = 2273, f = 3560, action: ('take', <package.Package instance at 0x351082d8>)
agent PreviousPosition:E, CurrentPosition:E --> g = 2178, h = 1382, f = 3560, action: ('take', <package.Package instance at 0x730a5f0>)
agent PreviousPosition:F, CurrentPosition:F --> g = 2493, h = 1067, f = 3560, action: ('take', <package.Package instance at 0x15487d40>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1884, h = 1676, f = 3560, action: ('take', <package.Package instance at 0x22e1d320>)
agent PreviousPosition:F, CurrentPosition:A --> g = 2079, h = 1481, f = 3560, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 2734, h = 826, f = 3560, action: ('take', <package.Package instance at 0x347743f8>)
agent PreviousPosition:A, CurrentPosition:D --> g = 2884, h = 676, f = 3560, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:A --> g = 2224, h = 1336, f = 3560, action: ('take', <package.Package instance at 0x34762488>)
agent PreviousPosition:A, CurrentPosition:D --> g = 2374, h = 1186, f = 3560, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:A --> g = 2274, h = 1286, f = 3560, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:F --> g = 1832, h = 1728, f = 3560, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:E --> g = 1887, h = 1673, f = 3560, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:A --> g = 1575, h = 1985, f = 3560, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 1396, h = 2164, f = 3560, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:E --> g = 2125, h = 1435, f = 3560, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:E --> g = 1915, h = 1645, f = 3560, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:F --> g = 1950, h = 1610, f = 3560, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 2637, h = 923, f = 3560, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 1661, h = 1899, f = 3560, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 2015, h = 1545, f = 3560, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:D --> g = 2343, h = 1217, f = 3560, action: ('moveAndDrop', 'D')
