agent PreviousPosition:B, CurrentPosition:A --> g = 79021, h = 0, f = 79021, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:A --> g = 21883, h = 5545, f = 27428, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:F --> g = 21793, h = 5545, f = 27338, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:A --> g = 21703, h = 5545, f = 27248, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:F --> g = 21613, h = 5545, f = 27158, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:A --> g = 21523, h = 5545, f = 27068, action: ('moveAndDrop', 'A')
agent PreviousPosition:B, CurrentPosition:E --> g = 21433, h = 5545, f = 26978, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:B --> g = 21333, h = 5545, f = 26878, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:F --> g = 21233, h = 5545, f = 26778, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 21153, h = 5545, f = 26698, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:F --> g = 21073, h = 5545, f = 26618, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:B --> g = 20973, h = 5545, f = 26518, action: ('moveAndDrop', 'B')
agent PreviousPosition:A, CurrentPosition:E --> g = 20873, h = 5545, f = 26418, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 20783, h = 5545, f = 26328, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 20693, h = 5545, f = 26238, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:A --> g = 20603, h = 5545, f = 26148, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:F --> g = 20513, h = 5545, f = 26058, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:A --> g = 20423, h = 5545, f = 25968, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:B --> g = 20373, h = 5545, f = 25918, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:A --> g = 20323, h = 5545, f = 25868, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 20233, h = 5545, f = 25778, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 20153, h = 5545, f = 25698, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 20063, h = 5545, f = 25608, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 19973, h = 5545, f = 25518, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 19893, h = 5545, f = 25438, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 19813, h = 5545, f = 25358, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:A --> g = 19723, h = 5545, f = 25268, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 19624, h = 5644, f = 25268, action: ('take', <package.Package instance at 0x28ddf38>)
agent PreviousPosition:A, CurrentPosition:F --> g = 19623, h = 5644, f = 25267, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:A --> g = 19533, h = 5644, f = 25177, action: ('moveAndDrop', 'A')
agent PreviousPosition:B, CurrentPosition:E --> g = 19443, h = 5644, f = 25087, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:B --> g = 19343, h = 5644, f = 24987, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:A --> g = 19293, h = 5644, f = 24937, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 19203, h = 5644, f = 24847, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:A --> g = 19113, h = 5644, f = 24757, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:B --> g = 19063, h = 5644, f = 24707, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:A --> g = 19013, h = 5644, f = 24657, action: ('moveAndDrop', 'A')
agent PreviousPosition:B, CurrentPosition:E --> g = 18923, h = 5644, f = 24567, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:B --> g = 18823, h = 5644, f = 24467, action: ('moveAndDrop', 'B')
agent PreviousPosition:A, CurrentPosition:F --> g = 18723, h = 5644, f = 24367, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:A --> g = 18633, h = 5644, f = 24277, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 18543, h = 5644, f = 24187, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 18463, h = 5644, f = 24107, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:A --> g = 18373, h = 5644, f = 24017, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:B --> g = 18323, h = 5644, f = 23967, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:A --> g = 18273, h = 5644, f = 23917, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 18183, h = 5644, f = 23827, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:F --> g = 18103, h = 5644, f = 23747, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:A --> g = 18013, h = 5644, f = 23657, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:B --> g = 17963, h = 5644, f = 23607, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:A --> g = 17913, h = 5644, f = 23557, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 17823, h = 5644, f = 23467, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 17733, h = 5644, f = 23377, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 17643, h = 5644, f = 23287, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:A --> g = 17553, h = 5644, f = 23197, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 17463, h = 5644, f = 23107, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:E --> g = 17383, h = 5644, f = 23027, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:B --> g = 17283, h = 5644, f = 22927, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:E --> g = 17183, h = 5644, f = 22827, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:F --> g = 17103, h = 5644, f = 22747, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:B --> g = 17003, h = 5644, f = 22647, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:E --> g = 16893, h = 5754, f = 22647, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 16805, h = 5754, f = 22559, action: ('take', <package.Package instance at 0x25d37a0>)
agent PreviousPosition:E, CurrentPosition:F --> g = 16804, h = 5754, f = 22558, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 16724, h = 5754, f = 22478, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:F --> g = 16636, h = 5842, f = 22478, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:B --> g = 16526, h = 5864, f = 22390, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:F --> g = 16406, h = 5952, f = 22358, action: ('take', <package.Package instance at 0x24717e8>)
agent PreviousPosition:F, CurrentPosition:F --> g = 16405, h = 5952, f = 22357, action: ('take', <package.Package instance at 0x25c0f80>)
agent PreviousPosition:E, CurrentPosition:F --> g = 16404, h = 5952, f = 22356, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 16324, h = 5952, f = 22276, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:F --> g = 16244, h = 5952, f = 22196, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:A --> g = 16154, h = 5952, f = 22106, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 16055, h = 6051, f = 22106, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:F --> g = 15951, h = 6227, f = 22178, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:B --> g = 15821, h = 6227, f = 22048, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:F --> g = 15691, h = 6227, f = 21918, action: ('take', <package.Package instance at 0x2453950>)
agent PreviousPosition:F, CurrentPosition:F --> g = 15690, h = 6227, f = 21917, action: ('take', <package.Package instance at 0x244b7e8>)
agent PreviousPosition:F, CurrentPosition:F --> g = 15689, h = 6227, f = 21916, action: ('take', <package.Package instance at 0x24587a0>)
agent PreviousPosition:A, CurrentPosition:F --> g = 15688, h = 6227, f = 21915, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:A --> g = 15598, h = 6227, f = 21825, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:B --> g = 15548, h = 6227, f = 21775, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:E --> g = 15448, h = 6227, f = 21675, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:B --> g = 15348, h = 6227, f = 21575, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:A --> g = 15298, h = 6227, f = 21525, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 15208, h = 6227, f = 21435, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 15128, h = 6227, f = 21355, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 15038, h = 6227, f = 21265, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 14948, h = 6227, f = 21175, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:A --> g = 14858, h = 6227, f = 21085, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 14768, h = 6227, f = 20995, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 14688, h = 6227, f = 20915, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:A --> g = 14598, h = 6227, f = 20825, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 14499, h = 6326, f = 20825, action: ('take', <package.Package instance at 0x22c97e8>)
agent PreviousPosition:B, CurrentPosition:F --> g = 14498, h = 6326, f = 20824, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:B --> g = 14398, h = 6326, f = 20724, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:A --> g = 14348, h = 6326, f = 20674, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 14258, h = 6326, f = 20584, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:E --> g = 14178, h = 6326, f = 20504, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:B --> g = 14078, h = 6326, f = 20404, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:A --> g = 14028, h = 6326, f = 20354, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:B --> g = 13978, h = 6326, f = 20304, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:F --> g = 13878, h = 6326, f = 20204, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:B --> g = 13778, h = 6326, f = 20104, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:F --> g = 13678, h = 6326, f = 20004, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 13598, h = 6326, f = 19924, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:A --> g = 13508, h = 6326, f = 19834, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:B --> g = 13458, h = 6326, f = 19784, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:A --> g = 13408, h = 6326, f = 19734, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:B --> g = 13358, h = 6326, f = 19684, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:A --> g = 13308, h = 6326, f = 19634, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:B --> g = 13258, h = 6326, f = 19584, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:A --> g = 13208, h = 6326, f = 19534, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:F --> g = 13118, h = 6326, f = 19444, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:A --> g = 13028, h = 6326, f = 19354, action: ('moveAndDrop', 'A')
agent PreviousPosition:B, CurrentPosition:E --> g = 12938, h = 6326, f = 19264, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:B --> g = 12838, h = 6326, f = 19164, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:A --> g = 12788, h = 6326, f = 19114, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:B --> g = 12738, h = 6326, f = 19064, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:F --> g = 12638, h = 6326, f = 18964, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:B --> g = 12538, h = 6326, f = 18864, action: ('moveAndDrop', 'B')
agent PreviousPosition:A, CurrentPosition:F --> g = 12438, h = 6326, f = 18764, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:A --> g = 12348, h = 6326, f = 18674, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:F --> g = 12258, h = 6326, f = 18584, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:A --> g = 12168, h = 6326, f = 18494, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:B --> g = 12118, h = 6326, f = 18444, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:E --> g = 12018, h = 6326, f = 18344, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:B --> g = 11918, h = 6326, f = 18244, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:A --> g = 11868, h = 6326, f = 18194, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 11778, h = 6326, f = 18104, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:A --> g = 11688, h = 6326, f = 18014, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:B --> g = 11638, h = 6326, f = 17964, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:A --> g = 11588, h = 6326, f = 17914, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:F --> g = 11498, h = 6326, f = 17824, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:A --> g = 11408, h = 6326, f = 17734, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 11318, h = 6326, f = 17644, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 11238, h = 6326, f = 17564, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:E --> g = 11158, h = 6326, f = 17484, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:B --> g = 11058, h = 6326, f = 17384, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:F --> g = 10958, h = 6326, f = 17284, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:B --> g = 10858, h = 6326, f = 17184, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:E --> g = 10748, h = 6436, f = 17184, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 10660, h = 6436, f = 17096, action: ('take', <package.Package instance at 0x1f9d950>)
agent PreviousPosition:A, CurrentPosition:F --> g = 10659, h = 6436, f = 17095, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:A --> g = 10569, h = 6436, f = 17005, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:B --> g = 10519, h = 6436, f = 16955, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:E --> g = 10419, h = 6436, f = 16855, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:F --> g = 10339, h = 6436, f = 16775, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:B --> g = 10239, h = 6436, f = 16675, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:A --> g = 10189, h = 6436, f = 16625, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:B --> g = 10139, h = 6436, f = 16575, action: ('moveAndDrop', 'B')
agent PreviousPosition:A, CurrentPosition:E --> g = 10039, h = 6436, f = 16475, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:A --> g = 9949, h = 6436, f = 16385, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 9850, h = 6535, f = 16385, action: ('take', <package.Package instance at 0x1e317e8>)
agent PreviousPosition:E, CurrentPosition:F --> g = 9849, h = 6535, f = 16384, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 9769, h = 6535, f = 16304, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 9689, h = 6535, f = 16224, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 9609, h = 6535, f = 16144, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 9529, h = 6535, f = 16064, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:E --> g = 9449, h = 6535, f = 15984, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:B --> g = 9349, h = 6535, f = 15884, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:A --> g = 9294, h = 6590, f = 15884, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 9195, h = 6645, f = 15840, action: ('take', <package.Package instance at 0x1e0ffc8>)
agent PreviousPosition:E, CurrentPosition:F --> g = 9194, h = 6645, f = 15839, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 9114, h = 6645, f = 15759, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 9024, h = 6645, f = 15669, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 8934, h = 6645, f = 15579, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 8844, h = 6645, f = 15489, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 8754, h = 6645, f = 15399, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 8664, h = 6645, f = 15309, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 8574, h = 6645, f = 15219, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 8494, h = 6645, f = 15139, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 8414, h = 6645, f = 15059, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:F --> g = 8334, h = 6645, f = 14979, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:B --> g = 8234, h = 6645, f = 14879, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:F --> g = 8134, h = 6645, f = 14779, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:E --> g = 8054, h = 6645, f = 14699, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:B --> g = 7954, h = 6645, f = 14599, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:A --> g = 7904, h = 6645, f = 14549, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:B --> g = 7854, h = 6645, f = 14499, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:A --> g = 7804, h = 6645, f = 14449, action: ('moveAndDrop', 'A')
agent PreviousPosition:B, CurrentPosition:E --> g = 7714, h = 6645, f = 14359, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:B --> g = 7614, h = 6645, f = 14259, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:E --> g = 7514, h = 6645, f = 14159, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:B --> g = 7414, h = 6645, f = 14059, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:A --> g = 7364, h = 6645, f = 14009, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 7274, h = 6645, f = 13919, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:A --> g = 7184, h = 6645, f = 13829, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:B --> g = 7134, h = 6645, f = 13779, action: ('moveAndDrop', 'B')
agent PreviousPosition:A, CurrentPosition:E --> g = 7034, h = 6645, f = 13679, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:A --> g = 6944, h = 6645, f = 13589, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:B --> g = 6894, h = 6645, f = 13539, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:A --> g = 6844, h = 6645, f = 13489, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:B --> g = 6794, h = 6645, f = 13439, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:F --> g = 6694, h = 6645, f = 13339, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 6614, h = 6645, f = 13259, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:F --> g = 6534, h = 6645, f = 13179, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:B --> g = 6434, h = 6645, f = 13079, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:A --> g = 6384, h = 6645, f = 13029, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:B --> g = 6334, h = 6645, f = 12979, action: ('moveAndDrop', 'B')
agent PreviousPosition:A, CurrentPosition:E --> g = 6234, h = 6645, f = 12879, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:A --> g = 6144, h = 6645, f = 12789, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:B --> g = 6094, h = 6645, f = 12739, action: ('moveAndDrop', 'B')
agent PreviousPosition:A, CurrentPosition:F --> g = 5994, h = 6645, f = 12639, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:A --> g = 5904, h = 6645, f = 12549, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:F --> g = 5814, h = 6645, f = 12459, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:A --> g = 5724, h = 6645, f = 12369, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 5634, h = 6645, f = 12279, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:A --> g = 5544, h = 6645, f = 12189, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:B --> g = 5494, h = 6645, f = 12139, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:F --> g = 5394, h = 6645, f = 12039, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 5314, h = 6645, f = 11959, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 5226, h = 6733, f = 11959, action: ('take', <package.Package instance at 0x1988950>)
agent PreviousPosition:E, CurrentPosition:F --> g = 5225, h = 6733, f = 11958, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 5145, h = 6733, f = 11878, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 5055, h = 6733, f = 11788, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 4965, h = 6733, f = 11698, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 4877, h = 6821, f = 11698, action: ('take', <package.Package instance at 0x197b950>)
agent PreviousPosition:A, CurrentPosition:F --> g = 4876, h = 6821, f = 11697, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:A --> g = 4786, h = 6821, f = 11607, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 4696, h = 6821, f = 11517, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:E --> g = 4616, h = 6821, f = 11437, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:B --> g = 4516, h = 6821, f = 11337, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:F --> g = 4416, h = 6821, f = 11237, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 4336, h = 6821, f = 11157, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 4256, h = 6821, f = 11077, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 4176, h = 6821, f = 10997, action: ('moveAndDrop', 'E')
agent PreviousPosition:B, CurrentPosition:A --> g = 4086, h = 6821, f = 10907, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:B --> g = 4036, h = 6821, f = 10857, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:A --> g = 3986, h = 6821, f = 10807, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:B --> g = 3936, h = 6821, f = 10757, action: ('moveAndDrop', 'B')
agent PreviousPosition:A, CurrentPosition:F --> g = 3836, h = 6821, f = 10657, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:A --> g = 3746, h = 6821, f = 10567, action: ('moveAndDrop', 'A')
agent PreviousPosition:B, CurrentPosition:F --> g = 3656, h = 6821, f = 10477, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:B --> g = 3556, h = 6821, f = 10377, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:F --> g = 3456, h = 6821, f = 10277, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:E --> g = 3376, h = 6821, f = 10197, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:B --> g = 3276, h = 6821, f = 10097, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:A --> g = 3226, h = 6821, f = 10047, action: ('moveAndDrop', 'A')
